word,times,first_date,last_date,first_president,last_president
individually,4,1817-03-04,1953-01-20,James Monroe,Dwight D. Eisenhower
individuals,19,1797-03-04,1981-01-20,John Adams,Ronald Reagan
indivisible,2,1953-01-20,2021-01-20,Dwight D. Eisenhower,Joseph R. Biden
indo-china,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
induce,3,1805-03-04,1933-03-04,Thomas Jefferson,Franklin D. Roosevelt
induced,2,1837-03-04,1909-03-04,Martin van Buren,William Howard Taft
inducement,2,1817-03-04,1909-03-04,James Monroe,William Howard Taft
induces,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
inducing,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
induction,5,1825-03-04,1933-03-04,John Quincy Adams,Franklin D. Roosevelt
indulge,3,1809-03-04,1841-04-09,James Madison,John Tyler
indulged,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
indulgence,6,1801-03-04,1829-03-04,Thomas Jefferson,Andrew Jackson
indulging,1,1809-03-04,1809-03-04,James Madison,James Madison
industrial,14,1873-03-04,1997-01-20,Ulysses S. Grant,William J. Clinton
industrialism,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
industrialists,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
industrially,2,1881-03-04,1949-01-20,James A. Garfield,Harry S. Truman
industries,14,1869-03-04,2017-01-20,Ulysses S. Grant,Donald J. Trump
industrious,3,1857-03-04,1885-03-04,James Buchanan,Grover Cleveland
industry,20,1801-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
ineffectual,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
inefficiency,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
inefficient,2,1889-03-04,1897-03-04,Benjamin Harrison,William McKinley
inefficiently,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
inequality,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
inequity,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
inescapably,1,1989-01-20,1989-01-20,George Bush,George Bush
inessential,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
inestimable,5,1805-03-04,1877-03-05,Thomas Jefferson,Rutherford B. Hayes
inevitability—it,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
inevitable,10,1817-03-04,2009-01-20,James Monroe,Barack Obama
inevitably,5,1833-03-04,1929-03-04,Andrew Jackson,Herbert Hoover
inexcusable,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
inexhaustible,3,1821-03-04,1949-01-20,James Monroe,Harry S. Truman
inexorable,2,1893-03-04,1921-03-04,Grover Cleveland,Warren G. Harding
inexpedient,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
inexpressibly,1,1809-03-04,1809-03-04,James Madison,James Madison
inextricably,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
infancy,5,1805-03-04,1845-03-04,Thomas Jefferson,James K. Polk
infant,2,1821-03-04,1981-01-20,James Monroe,Ronald Reagan
infect,1,1797-03-04,1797-03-04,John Adams,John Adams
inference,2,1805-03-04,1841-03-04,Thomas Jefferson,William Henry Harrison
inferior,4,1789-04-30,1977-01-20,George Washington,Jimmy Carter
infinite,2,1801-03-04,1941-01-20,Thomas Jefferson,Franklin D. Roosevelt
infinitely,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
infirm,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
infirmity,2,1825-03-04,1893-03-04,John Quincy Adams,Grover Cleveland
inflated,2,1969-01-20,1973-01-20,Richard Nixon,Richard Nixon
inflation,2,1981-01-20,1985-01-21,Ronald Reagan,Ronald Reagan
inflations,2,1921-03-04,1981-01-20,Warren G. Harding,Ronald Reagan
inflexible,2,1797-03-04,1837-03-04,John Adams,Martin van Buren
inflict,6,1841-03-04,1985-01-21,William Henry Harrison,Ronald Reagan
inflicted,2,1817-03-04,1873-03-04,James Monroe,Ulysses S. Grant
influence,29,1789-04-30,2005-01-20,George Washington,George W. Bush
influenced,2,1853-03-04,1893-03-04,Franklin Pierce,Grover Cleveland
influences,6,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
influential,2,1889-03-04,1909-03-04,Benjamin Harrison,William Howard Taft
inform,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
information,10,1797-03-04,1997-01-20,John Adams,William J. Clinton
informed,3,1841-03-04,1941-01-20,William Henry Harrison,Franklin D. Roosevelt
infraction,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
infrastructure,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
infringed,2,1813-03-04,1877-03-05,James Madison,Rutherford B. Hayes
infuriated,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
infused,2,1993-01-20,2017-01-20,William J. Clinton,Donald J. Trump
infusing,1,1817-03-04,1817-03-04,James Monroe,James Monroe
ingenuity,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
inhabit,2,1861-03-04,2009-01-20,Abraham Lincoln,Barack Obama
inhabitant,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
inhabitants,6,1805-03-04,2005-01-20,Thomas Jefferson,George W. Bush
inherent,4,1813-03-04,1857-03-04,James Madison,James Buchanan
inherently,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
inherit,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
inheritance,6,1825-03-04,1921-03-04,John Quincy Adams,Warren G. Harding
inheritances,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
inherited,3,1853-03-04,1933-03-04,Franklin Pierce,Franklin D. Roosevelt
inheriting,1,1789-04-30,1789-04-30,George Washington,George Washington
inhospitable,1,1977-01-20,1977-01-20,Jimmy Carter,Jimmy Carter
inimical,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
initiate,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
initiated,2,1909-03-04,1969-01-20,William Howard Taft,Richard Nixon
initiative,7,1897-03-04,2013-01-21,William McKinley,Barack Obama
initiatives,1,1973-01-20,1973-01-20,Richard Nixon,Richard Nixon
injunction,2,1797-03-04,1909-03-04,John Adams,William Howard Taft
injunctions,3,1793-03-04,1909-03-04,George Washington,William Howard Taft
injure,3,1821-03-04,1917-03-05,James Monroe,Woodrow Wilson
injured,2,1909-03-04,1969-01-20,William Howard Taft,Richard Nixon
injuries,7,1797-03-04,1917-03-05,John Adams,Woodrow Wilson
injuring,3,1801-03-04,1889-03-04,Thomas Jefferson,Benjamin Harrison
injurious,6,1805-03-04,1889-03-04,Thomas Jefferson,Benjamin Harrison
injuriously,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
injury,7,1817-03-04,1909-03-04,James Monroe,William Howard Taft
injustice,13,1805-03-04,1977-01-20,Thomas Jefferson,Jimmy Carter
inland,3,1817-03-04,1897-03-04,James Monroe,William McKinley
inlets,1,1821-03-04,1821-03-04,James Monroe,James Monroe
innate,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
inner,2,1977-01-20,2017-01-20,Jimmy Carter,Donald J. Trump
innocence,1,1797-03-04,1797-03-04,John Adams,John Adams
innocents,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
innovation,2,1805-03-04,1997-01-20,Thomas Jefferson,William J. Clinton
innumerable,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
inordinate,2,1881-03-04,1893-03-04,James A. Garfield,Grover Cleveland
inquietude,1,1789-04-30,1789-04-30,George Washington,George Washington
inquire,2,1889-03-04,1925-03-04,Benjamin Harrison,Calvin Coolidge
inquiry,3,1797-03-04,1889-03-04,John Adams,Benjamin Harrison
inquisition,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
insatiable,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
inscribes,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
insensible,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
inseparable,9,1805-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
inside,2,1961-01-20,1985-01-21,John F. Kennedy,Ronald Reagan
insidious,2,1893-03-04,1929-03-04,Grover Cleveland,Herbert Hoover
insight,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
insignificance,2,1857-03-04,1877-03-05,James Buchanan,Rutherford B. Hayes
insignificant,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
insinuation,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
insist,8,1885-03-04,1937-01-20,Grover Cleveland,Franklin D. Roosevelt
insisted,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
insistence,3,1889-03-04,2013-01-21,Benjamin Harrison,Barack Obama
insistent,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
insisting,1,1897-03-04,1897-03-04,William McKinley,William McKinley
insists,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
insofar,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
insolent,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
inspection,2,1861-03-04,1961-01-20,Abraham Lincoln,John F. Kennedy
inspiration,5,1881-03-04,1921-03-04,James A. Garfield,Warren G. Harding
inspirations,2,1881-03-04,1921-03-04,James A. Garfield,Warren G. Harding
inspire,8,1789-04-30,2001-01-20,George Washington,George W. Bush
inspired,6,1797-03-04,1953-01-20,John Adams,Dwight D. Eisenhower
inspires,6,1805-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
inspiring,4,1841-03-04,1921-03-04,William Henry Harrison,Warren G. Harding
installed,2,1881-09-22,1985-01-21,Chester A. Arthur,Ronald Reagan
instance,10,1789-04-30,1921-03-04,George Washington,Warren G. Harding
instances,6,1789-04-30,1909-03-04,George Washington,William Howard Taft
instant,3,1857-03-04,1921-03-04,James Buchanan,Warren G. Harding
instantaneously,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
instantly,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
instead,18,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
instinct,2,1909-03-04,1937-01-20,William Howard Taft,Franklin D. Roosevelt
instinctively,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
instituted,5,1789-04-30,1909-03-04,George Washington,William Howard Taft
institution,9,1797-03-04,1897-03-04,John Adams,William McKinley
institutions,29,1797-03-04,2013-01-21,John Adams,Barack Obama
instruct,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
instructed,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
instruction,7,1801-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
instructions,1,1901-03-04,1901-03-04,William McKinley,William McKinley
instructive,2,1817-03-04,1825-03-04,James Monroe,John Quincy Adams
instructors,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
instrument,18,1789-04-30,1945-01-20,George Washington,Franklin D. Roosevelt
instrumental,3,1801-03-04,1857-03-04,Thomas Jefferson,James Buchanan
instrumentalities,4,1881-03-04,1929-03-04,James A. Garfield,Herbert Hoover
instrumentality,6,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
instruments,6,1813-03-04,2009-01-20,James Madison,Barack Obama
insufficient,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
insult,1,1821-03-04,1821-03-04,James Monroe,James Monroe
insuperable,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
insurance,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
insure,9,1797-03-04,1969-01-20,John Adams,Richard Nixon
insurgent,1,1865-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
insurgents,2,1865-03-04,1901-03-04,Abraham Lincoln,William McKinley
insuring,2,1897-03-04,1901-03-04,William McKinley,William McKinley
insurmountable,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
insurrection,2,1797-03-04,1901-03-04,John Adams,William McKinley
insurrectional,1,1813-03-04,1813-03-04,James Madison,James Madison
insurrectionary,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
intact,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
intangible,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
integrity,17,1797-03-04,2005-01-20,John Adams,George W. Bush
intellect,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
intellects,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
intellectual,6,1797-03-04,1989-01-20,John Adams,George Bush
intelligence,17,1797-03-04,2005-01-20,John Adams,George W. Bush
intelligences,1,1797-03-04,1797-03-04,John Adams,John Adams
intelligent,9,1813-03-04,1921-03-04,James Madison,Warren G. Harding
intelligible,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
intend,2,1853-03-04,2009-01-20,Franklin Pierce,Barack Obama
intended,9,1805-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
intends,3,1821-03-04,1961-01-20,James Monroe,John F. Kennedy
intense,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
intensely,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
intensity,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
intent,4,1841-04-09,1921-03-04,John Tyler,Warren G. Harding
intention,5,1797-03-04,1981-01-20,John Adams,Ronald Reagan
intentional,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
intentions,6,1797-03-04,1925-03-04,John Adams,Calvin Coolidge
intercourse,14,1801-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
interdependence,2,1933-03-04,1953-01-20,Franklin D. Roosevelt,Dwight D. Eisenhower
interdependent,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
interest,33,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
interested,5,1805-03-04,1917-03-05,Thomas Jefferson,Woodrow Wilson
interesting,2,1797-03-04,1817-03-04,John Adams,James Monroe
interests,36,1789-04-30,2017-01-20,George Washington,Donald J. Trump
interfere,8,1841-03-04,1925-03-04,William Henry Harrison,Calvin Coolidge
interfered,2,1821-03-04,1909-03-04,James Monroe,William Howard Taft
interference,10,1809-03-04,1985-01-21,James Madison,Ronald Reagan
interfering,2,1821-03-04,1841-03-04,James Monroe,William Henry Harrison
interior,6,1797-03-04,1881-03-04,John Adams,James A. Garfield
interlocked,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
interlude,1,1973-01-20,1973-01-20,Richard Nixon,Richard Nixon
intermission,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
internal,12,1797-03-04,1933-03-04,John Adams,Franklin D. Roosevelt
internally,1,1817-03-04,1817-03-04,James Monroe,James Monroe
international,15,1849-03-05,1993-01-20,Zachary Taylor,William J. Clinton
internationality,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
internet,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
interoceanic,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
interpose,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
interposing,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
interpret,2,1881-03-04,1913-03-04,James A. Garfield,Woodrow Wilson
interpretation,3,1821-03-04,1921-03-04,James Monroe,Warren G. Harding
interpreted,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
interpreters,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
interrupted,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
interruptions,1,1789-04-30,1789-04-30,George Washington,George Washington
intersecting,1,1817-03-04,1817-03-04,James Monroe,James Monroe
interstate,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
interstate-railway,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
interval,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
intervals,2,1861-03-04,1937-01-20,Abraham Lincoln,Franklin D. Roosevelt
intervene,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
intervened,1,1821-03-04,1821-03-04,James Monroe,James Monroe
intervening,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
intervention,2,1901-03-04,1981-01-20,William McKinley,Ronald Reagan
intimacy,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
intimate,2,1841-03-04,1913-03-04,William Henry Harrison,Woodrow Wilson
intimately,2,1817-03-04,1877-03-05,James Monroe,Rutherford B. Hayes
intimidate,1,1977-01-20,1977-01-20,Jimmy Carter,Jimmy Carter
into,47,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
intolerable,1,1917-03-05,1917-03-05,Woodrow Wilson,Woodrow Wilson
intolerance,3,1801-03-04,1989-01-20,Thomas Jefferson,George Bush
intolerant,2,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
intoxicating,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
intrenched,1,1901-03-04,1901-03-04,William McKinley,William McKinley
intricacies,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
intricate,3,1909-03-04,1929-03-04,William Howard Taft,Herbert Hoover
intrigue,3,1797-03-04,1993-01-20,John Adams,William J. Clinton
intrigues,2,1809-03-04,1841-03-04,James Madison,William Henry Harrison
intrinsic,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
intrinsically,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
introduced,3,1809-03-04,1861-03-04,James Madison,Abraham Lincoln
introduction,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
intrusion,2,1885-03-04,1981-01-20,Grover Cleveland,Ronald Reagan
intrusions,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
intrust,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
intrusted,8,1817-03-04,1941-01-20,James Monroe,Franklin D. Roosevelt
intuitions,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
intuitive,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
inure,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
inured,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
invade,1,1809-03-04,1809-03-04,James Madison,James Madison
invaded,2,1821-03-04,1933-03-04,James Monroe,Franklin D. Roosevelt
invader,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
invading,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
invaluable,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
invariably,5,1821-03-04,1977-01-20,James Monroe,Jimmy Carter
invasion,6,1817-03-04,1909-03-04,James Monroe,William Howard Taft
invasions,3,1801-03-04,1857-03-04,Thomas Jefferson,James Buchanan
invective,1,1961-01-20,1961-01-20,John F. Kennedy,John F. Kennedy
invent,1,1989-01-20,1989-01-20,George Bush,George Bush
invented,2,1909-03-04,1997-01-20,William Howard Taft,William J. Clinton
invention,2,1825-03-04,1929-03-04,John Quincy Adams,Herbert Hoover
inventions,2,1845-03-04,1985-01-21,James K. Polk,Ronald Reagan
inventive,2,1837-03-04,2009-01-20,Martin van Buren,Barack Obama
inventory,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
invest,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
invested,7,1841-03-04,1949-01-20,William Henry Harrison,Harry S. Truman
investigate,1,1797-03-04,1797-03-04,John Adams,John Adams
investigation,4,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
investigations,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
investing,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
investment,4,1909-03-04,1993-01-20,William Howard Taft,William J. Clinton
investments,2,1889-03-04,1933-03-04,Benjamin Harrison,Franklin D. Roosevelt
investor,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
invidious,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
invigorate,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
invigorated,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
invincible,2,1829-03-04,1937-01-20,Andrew Jackson,Franklin D. Roosevelt
inviolability,2,1837-03-04,1897-03-04,Martin van Buren,William McKinley
inviolable,3,1797-03-04,1853-03-04,John Adams,Franklin Pierce
inviolate,4,1825-03-04,1941-01-20,John Quincy Adams,Franklin D. Roosevelt
invisible,1,1789-04-30,1789-04-30,George Washington,George Washington
invitation,1,1897-03-04,1897-03-04,William McKinley,William McKinley
invitations,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
invite,6,1853-03-04,2001-01-20,Franklin Pierce,George W. Bush
invited,3,1821-03-04,1901-03-04,James Monroe,William McKinley
invites,4,1813-03-04,1973-01-20,James Madison,Richard Nixon
inviting,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
invoke,11,1841-04-09,1969-01-20,John Tyler,Richard Nixon
invoked,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
invokes,1,1865-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
invoking,5,1837-03-04,1929-03-04,Martin van Buren,Herbert Hoover
involuntary,2,1809-03-04,1853-03-04,James Madison,Franklin Pierce
